DateTime;Power_kW
2310;475
2311;371
2312;403,6
2313;1144,7
2314;1199,1
2315;1810,9
2316;1816,2
2317;1144
2318;1173,4
2319;1781,3
2320;1814,1
2321;1133,5
2322;1132,3
2323;1175,6
2324;1204
2325;1173,4
2326;1202,4
2327;1170,8
2328;1200,8
2329;398,8
2330;428,8
2331;396,4
2332;426,4
2333;395,8
2334;425,8
2335;322,5
2336;326,9
2337;1068,2
2338;1152,3
2339;1767,3
2340;1798,3
2341;1122,3
2342;1152,3
2343;1768,3
2344;1772,7
2345;1097,7
2346;1099,2
2347;1142,2
2348;1172,2
2349;1140,3
2350;1169,3
2351;1140,5
2352;1170,5
2353;365
2354;395
2355;365
2356;395
2357;365
2358;395
2359;290
2360;320
2361;1065,5
2362;1123
2363;1737,8
2364;1768,8
2365;1092,8
2366;1123,8
2367;1765,3
2368;1795,3
2369;1120,3
2370;1122,8
2371;1167,8
2372;1197,8
2373;1167,5
2374;1197,5
2375;1167,5
2376;1195,9
2377;392,3
2378;422,3
2379;365
2380;395
2381;392,3
2382;423
2383;320,3
2384;352,1
2385;1094,8
2386;1154,9
2387;1772,1
2388;1803,8
2389;1129,8
2390;1189,5
2391;1809,7
2392;1839,7
2393;1171
2394;1173,5
2395;1218,5
2396;1248,5
2397;1218,5
2398;1243,2
2399;1210,1
2400;1241,3
2401;418,8
2402;448,1
2403;417,5
2404;441
2405;407
2406;436,3
2407;345,9
2408;379,4
2409;351,1
2410;382,2
2411;363,9
2412;389,8
2413;351,6
2414;383,9
2415;359,2
2416;389,2
2417;347,5
2418;373,4
2419;413,7
2420;439,6
2421;406,1
2422;408,8
2423;377,1
2424;405,3
2425;373,6
2426;401,9
2427;370,2
2428;398,4
2429;370,2
2430;400,2
2431;300,3
2432;363,5
2433;341,7
2434;375,7
2435;359,8
2436;395
2437;358
2438;403,7
2439;370,4
2440;401
2441;359,3
2442;385,2
2443;416,9
2444;443,4
2445;419,2
2446;446,9
2447;413,8
2448;443,8
2449;409,8
2450;435,7
2451;405,7
2452;435,7
2453;403,9
2454;435,7
2455;335,4
2456;370,1
2457;1119,6
2458;1191,3
2459;1834,9
2460;1854,8
2461;1193,1
2462;1238,7
2463;1862,6
2464;1892,6
2465;1214,6
2466;1206,3
2467;1246,4
2468;1266,7
2469;1231,4
2470;1258,3
2471;1230,2
2472;1258,1
2473;455
2474;483,2
2475;450,6
2476;485,9
2477;460,3
2478;485,9
2479;383,6
2480;399,2
2481;1140,6
2482;1199,3
2483;1816,4
2484;1850,8
2485;1163,4
2486;1214,4
2487;1829,4
2488;1842,7
2489;1167,7
2490;1161,6
2491;1201,7
2492;1233,8
2493;1203,8
2494;1236,6
2495;1203,8
2496;1231,7
2497;423,8
2498;450,7
2499;416
2500;445,4
2501;413
2502;444,7
2503;343,8
2504;377,9
2505;1128,4
2506;1193
2507;1821,8
2508;1857,3
2509;1186
2510;1221,5
2511;1839,5
2512;1880,5
2513;1201,3
2514;1188,5
2515;1223,1
2516;1242,7
2517;1208,4
2518;1229,1
2519;1192
2520;1219,8
2521;414,3
2522;444,3
2523;411,3
2524;410,5
2525;378,8
2526;441,9
2527;342,1
2528;376,2
2529;1120,7
2530;1181,6
2531;1791
2532;1823,2
2533;1146
2534;1176
2535;1793,2
2536;1823,2
2537;1146,7
2538;1141,8
2539;1182,5
2540;1213,1
2541;1185,9
2542;1238,2
2543;1208,2
2544;1243,4
2545;441,5
2546;471,5
2547;442,5
2548;470,8
2549;439,1
2550;471,7
2551;366,7
2552;397,7
2553;1144,4
2554;1211,3
2555;1832,7
2556;1863,7
2557;1198,9
2558;1249,4
2559;1867,4
2560;1909,3
2561;1229,1
2562;1226,7
2563;1266,9
2564;1286,1
2565;1245,4
2566;1269,6
2567;1234,3
2568;1252,8
2569;451,3
2570;476
2571;447,7
2572;477,7
2573;438,9
2574;469,8
2575;380,7
2576;420
2577;403,3
2578;442,5
2579;435,1
2580;467,6
2581;428
2582;466,1
2583;450,6
2584;477,2
2585;438,2
2586;465,1
2587;503
2588;521,8
2589;475,6
2590;475
2591;434,7
2592;461,7
2593;424,2
2594;455,9
2595;419,5
2596;439,6
2597;410,2
2598;442,6
2599;344
2600;375,7
2601;348,1
2602;380,5
2603;362,4
2604;392,4
2605;344,7
2606;374,7
2607;350,6
2608;378,8
2609;335,4
2610;364,8
2611;405,7
2612;435,7
2613;406,3
2614;436,3
2615;407
2616;437
2617;407,6
2618;438,2
2619;412,3
2620;444,7
2621;415,3
2622;447
2623;342
2624;388,7
2625;1132,9
2626;1199,8
2627;1817,9
2628;1841,7
2629;1176
2630;1206
2631;1817,9
2632;1848,9
2633;1179,1
2634;1178,5
2635;1220,4
2636;1244,2
2637;1207,9
2638;1238,9
2639;1212
2640;1237,9
2641;441
2642;472,7
2643;443,7
2644;475,4
2645;445,4
2646;475,4
2647;373,1
2648;403,1
2649;1146,8
2650;1212
2651;1831,3
2652;1860,3
2653;1189,3
2654;1202,6
2655;1823,7
2656;1853,7
2657;1167,1
2658;1164
2659;1206,9
2660;1225,4
2661;1193,3
2662;1226,1
2663;1191,1
2664;1216,2
2665;409,8
2666;443,8
2667;409,8
2668;438
2669;407,4
2670;441,5
2671;342,9
2672;383,5
2673;1152,6
2674;1225,1
2675;1853,3
2676;1888,7
2677;1215,6
2678;1241,7
2679;1847,8
2680;1844,1
2681;1165,9
2682;1163,2
2683;1189,4
2684;1216,6
2685;1186,8
2686;1211,2
2687;1174,1
2688;1201,4
2689;368,4
2690;398,4
2691;366,7
2692;396,7
2693;366,7
2694;396,7
2695;296,9
2696;330,3
2697;1071,2
2698;1129,7
2699;1744,7
2700;1804,7
2701;1134
2702;1159,7
2703;1772,5
2704;1776,9
2705;1124,3
2706;1099,2
2707;1143,2
2708;1172,2
2709;1141,3
2710;1171,3
2711;1140,3
2712;1169,3
2713;366,7
2714;395
2715;365
2716;395
2717;365
2718;395
2719;290
2720;323,4
2721;1069,2
2722;1126,7
2723;1743,7
2724;1774,7
2725;1106,2
2726;1168,3
2727;1783,3
2728;1783,4
2729;1106,2
2730;1102,2
2731;1144,2
2732;1173,2
2733;1141,3
2734;1170,3
2735;1139,3
2736;1169,3
2737;365
2738;395
2739;365
2740;395
2741;365
2742;395
2743;293,4
2744;326,9
2745;303,8
2746;337,2
2747;348,7
2748;382,7
2749;346,8
2750;380,9
2751;364,4
2752;395
2753;355
2754;382,6
2755;423,6
2756;447,7
2757;417,9
2758;441,9
2759;408,5
2760;438,5
2761;408,5
2762;405,3
2763;373,6
2764;403,6
2765;371,9
2766;430,9
2767;332,4
2768;365,8
2769;341,7
2770;377,5
2771;357,5
2772;396,3
2773;351,6
2774;383,9
2775;367,4
2776;395,6
2777;355,6
2778;383,3
2779;424,2
2780;450,1
2781;416,7
2782;444,3
2783;410,8
2784;436,8
2785;405
2786;432,7
2787;404,4
2788;436,8
2789;406,8
2790;437,4
2791;334,1
2792;366,5
2793;1114
2794;1183,5
2795;1792,9
2796;1835
2797;1157,8
2798;1193,4
2799;1805,6
2800;1832,8
2801;1158,5
2802;1156
2803;1198,2
2804;1223,3
2805;1191,1
2806;1219
2807;1186,8
2808;1214,7
2809;412,8
2810;444,5
2811;412,8
2812;440,4
2813;410,4
2814;442,8
2815;344,2
2816;377,7
2817;1123,9
2818;1188,5
2819;1808,4
2820;1870,4
2821;1200
2822;1234,9
2823;1869,7
2824;1894,2
2825;1210,7
2826;1213,2
2827;1242,6
2828;1267,7
2829;1232,8
2830;1257,6
2831;1223,3
2832;1234,5
2833;425
2834;453,3
2835;425
2836;453,3
2837;421,6
2838;455,7
2839;373,4
2840;409,6
2841;1175,4
2842;1248,5
2843;1871,6
2844;1913,6
2845;1238
2846;1272,9
2847;1906,5
2848;1935,5
2849;1247,8
2850;1230,7
2851;1255,2
2852;1249,9
2853;1195,8
2854;1221,5
2855;1186,6
2856;1211,6
2857;407,6
2858;437
2859;409,3
2860;435,2
2861;405,2
2862;433,5
2863;337,3
2864;377,2
2865;1139,6
2866;1208,6
2867;1821,7
2868;1853,9
2869;1177,9
2870;1191,3
2871;1822,9
2872;1829,2
2873;1154,8
2874;1152,4
2875;1192,4
2876;1217,5
2877;1188,1
2878;1215,3
2879;1185,3
2880;1215,3
2881;414,5
2882;442,8
2883;411
2884;443,4
2885;411
2886;441,7
2887;338,4
2888;373,1
2889;1118
2890;1175,5
2891;1788,4
2892;1821,2
2893;1167,1
2894;1199,3
2895;1812,1
2896;1820,5
2897;1138,4
2898;1138,1
2899;1108,1
2900;1211
2901;1176
2902;1206
2903;1174,3
2904;1204,3
2905;405,2
2906;437,6
2907;407,6
2908;437
2909;407
2910;439,3
2911;342,5
2912;397,3
2913;373,4
2914;406,9
2915;391,3
2916;431,7
2917;394,2
2918;414,9
2919;381,7
2920;407,3
2921;348,9
2922;374,2
2923;340,1
2924;446,9
2925;414,5
2926;444,5
2927;414,5
2928;442,8
2929;412,8
2930;438,7
2931;410,4
2932;438,7
2933;406,3
2934;441
2935;342,5
2936;399
2937;376,9
2938;418
2939;427,4
2940;463,2
2941;421,8
2942;458
2943;434,2
2944;456,4
2945;409,6
2946;440,6
2947;404,4
2948;496,1
2949;466,1
2950;489
2951;456,3
2952;481,9
2953;448,4
2954;476,7
2955;444
2956;472,3
2957;440,6
2958;476
2959;377,1
2960;423
2961;1203,6
2962;1292,3
2963;1944,2
2964;1966,8
2965;1286,7
2966;1321,6
2967;1942,3
2968;1973,3
2969;1281,9
2970;1279,5
2971;1238,8
2972;1334
2973;1283,5
2974;1302,8
2975;1272,8
2976;1297,9
2977;475,2
2978;502,1
2979;465
2980;491,9
2981;457,5
2982;491,9
2983;402,1
2984;446,4
2985;1232,8
2986;1302
2987;1931,6
2988;1985,5
2989;1291,5
2990;1321,5
2991;1943,5
2992;1949,7
2993;1250,6
2994;1248,2
2995;1218,2
2996;1317,3
2997;1277,6
2998;1301,7
2999;1272,7
3000;1304,7
3001;475,2
3002;504,2
3003;471,1
3004;498,2
3005;465,2
3006;495,2
3007;388
3008;421,1
3009;1165,6
3010;1232,9
3011;1850,6
3012;1880,6
3013;1198,9
3014;1245,5
3015;1859,7
3016;1890,7
3017;1205,7
3018;1191,7
3019;1153,3
3020;1250,9
3021;1224
3022;1250,9
3023;1216,6
3024;1246,6
3025;444,2
3026;472,5
3027;442,5
3028;469,8
3029;439,8
3030;475,2
3031;380,7
3032;419
3033;1192,9
3034;1255,3
3035;1892,9
3036;1927,4
3037;1246,7
3038;1269,9
3039;1891
3040;1914,5
3041;1229,2
3042;1217,1
3043;1168,5
3044;1265,5
3045;1225,9
3046;1250,6
3047;1218,5
3048;1248,5
3049;446,2
3050;477,1
3051;447,1
3052;474,4
3053;439,1
3054;470
3055;374,8
3056;418
3057;1197,7
3058;1286,4
3059;1926,1
3060;1938,7
3061;1272
3062;1292,3
3063;1920,6
3064;1949,7
3065;1260,3
3066;1257
3067;1209,5
3068;1294,9
3069;1245,4
3070;1265,2
3071;1235,2
3072;1263,1
3073;456,9
3074;486,9
3075;457,8
3076;488,8
3077;460,5
3078;487,8
3079;382,8
3080;412,8
3081;382,8
3082;412,8
3083;395,5
3084;427,3
3085;389,9
3086;424,8
3087;409,4
3088;431,7
3089;389
3090;410,2
3091;377,5
3092;483,4
3093;455,2
3094;487,8
3095;458,8
3096;486,1
3097;454,4
3098;487,1
3099;457,1
3100;487,1
3101;459,8
3102;488,8
3103;389,2
3104;427,6
3105;405,7
3106;456,2
3107;450
3108;491,2
3109;447,6
3110;489,9
3111;479,1
3112;515,9
3113;461,1
3114;485,9
3115;447,6
3116;548,5
3117;511,4
3118;534,3
3119;498,1
3120;526
3121;491,9
3122;526
3123;495
3124;526
3125;491,9
3126;525
3127;424
3128;454
3129;1250,3
3130;1297,1
3131;1936,4
3132;1978,3
3133;1297,3
3134;1317,5
3135;1942,8
3136;1946,4
3137;1262,2
3138;1263,7
3139;1212,3
3140;1306,5
3141;1265,8
3142;1301,7
3143;1251,2
3144;1281,2
3145;473,6
3146;503,6
3147;474,6
3148;504,6
3149;477,6
3150;517,9
3151;412,9
3152;450
3153;1228,8
3154;1302,9
3155;1948,3
3156;1989,3
3157;1312
3158;1329,3
3159;1968,4
3160;1994,5
3161;1296,4
3162;1288,2
3163;1252,4
3164;1345,7
3165;1309,8
3166;1310,5
3167;1235,7
3168;1260,4
3169;452,9
3170;460,8
3171;429,1
3172;455
3173;425
3174;455
3175;355,8
3176;408,6
3177;1155,7
3178;1220,2
3179;1841,3
3180;1883,3
3181;1205,8
3182;1248,5
3183;1855,2
3184;1866,8
3185;1181
3186;1161,6
3187;1127,3
3188;1223,9
3189;1191,8
3190;1221,8
3191;1189,6
3192;1216,8
3193;414,5
3194;444,5
3195;412,1
3196;442,1
3197;409,8
3198;443,8
3199;347
3200;382,8
3201;1135,9
3202;1197,7
3203;1823,7
3204;1898,8
3205;1213,7
3206;1243,7
3207;1879,7
3208;1903,3
3209;1210,7
3210;1202,5
3211;1161,8
3212;1240,9
3213;1208,8
3214;1238,8
3215;1198,9
3216;1223,9
3217;419,7
3218;447,9
3219;416,9
3220;445,1
3221;412,8
3222;445,1
3223;346,6
3224;403,4
3225;1156,6
3226;1227
3227;1854,2
3228;1903,6
3229;1239,9
3230;1254,3
3231;1868,1
3232;1887,1
3233;1213,6
3234;1204,4
3235;1163,7
3236;1263,8
3237;1229,7
3238;1240,9
3239;1228,5
3240;1257,3
3241;452,1
3242;483
3243;451,3
3244;484
3245;454
3246;485
3247;384,4
3248;413,6
3249;389
3250;431,9
3251;436
3252;473,8
3253;427,3
3254;455,2
3255;455,9
3256;474,7
3257;421,2
3258;451,2
3259;422,1
3260;502,6
3261;468,6
3262;496,9
3263;484,8
3264;514,8
3265;484,8
3266;515,7
3267;481,7
3268;510,7
3269;480,7
3270;514,8
3271;413,8
3272;457,1
3273;433,3
3274;480,7
3275;469,9
3276;502,3
3277;456,8
3278;486,8
3279;475,7
3280;497,9
3281;450,7
3282;476,6
3283;439,5
3284;538,3
3285;505,2
3286;532,1
3287;509,3
3288;535,2
3289;505,2
3290;525
3291;495
3292;517,9
3293;491,9
3294;521,9
3295;420
3296;425,7
3297;1179,1
3298;1222,8
3299;1837,8
3300;1866,8
3301;1187,7
3302;1217,7
3303;1834,9
3304;1861,8
3305;1184,6
3306;1181,9
3307;1155
3308;1260
3309;1224,7
3310;1254,7
3311;1221,6
3312;1249,4
3313;449,8
3314;478,1
3315;448,1
3316;483,4
3317;453,4
3318;483,4
3319;381,1
3320;413,8
3321;1157,9
3322;1222,8
3323;1847,3
3324;1877,3
3325;1224,2
3326;1285,4
3327;1925,4
3328;1972,8
3329;1287,5
3330;1262,7
3331;1217,1
3332;1332,9
3333;1298
3334;1332,9
3335;1297
3336;1285,2
3337;461,9
3338;481,1
3339;446,7
3340;474
3341;442,3
3342;476,7
3343;371,7
3344;404,4
3345;1149,2
3346;1208,9
3347;1818,6
3348;1853,9
3349;1180,1
3350;1213,2
3351;1806,3
3352;1855,1
3353;1161,3
3354;1163,8
3355;1126
3356;1228,9
3357;1193,9
3358;1221,8
3359;1189,6
3360;1221,1
3361;417,9
3362;445,6
3363;415,6
3364;443,8
3365;415,6
3366;447,9
3367;344,7
3368;378,8
3369;1123,2
3370;1186,3
3371;1800,7
3372;1830,7
3373;1157
3374;1201,4
3375;1817,4
3376;1845,3
3377;1168,1
3378;1168,4
3379;1135,3
3380;1221,5
3381;1208,2
3382;1236
3383;1209,1
3384;1239,1
3385;437,1
3386;467,1
3387;438,9
3388;468,9
3389;420,5
3390;470,6
3391;371,7
3392;409,6
3393;1170,5
3394;1248,5
3395;1879
3396;1920
3397;1234,1
3398;1273,8
3399;1862,6
3400;1903,6
3401;1229,2
3402;1216,1
3403;1175,4
3404;1263,6
3405;1231,6
3406;1240,9
3407;1203,8
3408;1228,9
3409;420,7
3410;444,3
3411;409,6
3412;437,8
3413;406,1
3414;438,5
3415;337,6
3416;371,7
3417;345,1
3418;379,2
3419;365
3420;401,5
3421;370
3422;406,8
3423;408,1
3424;441,4
3425;396,5
3426;433,7
3427;370,6
3428;468,8
3429;450,9
3430;475
3431;438,9
3432;450,5
3433;417,5
3434;442,8
3435;411
3436;443,4
3437;411,7
3438;467,1
3439;370
3440;413,2
3441;402,3
3442;446,6
3443;442,9
3444;479,6
3445;442,2
3446;468,2
3447;456,4
3448;482,1
3449;441,3
3450;468,2
3451;428,9
3452;529,9
3453;487,3
3454;506,1
3455;474
3456;492,8
3457;456,7
3458;488,4
3459;457,7
3460;485
3461;458,6
3462;493
3463;389,7
3464;431,9
3465;1220,1
3466;1303
3467;1944,5
3468;1985,5
3469;1313
3470;1347,9
3471;1971
3472;2001,9
3473;1308,1
3474;1295
3475;1250,4
3476;1344,6
3477;1304,9
3478;1324,1
3479;1279,5
3480;1302,7
3481;482,1
3482;504
3483;471,9
3484;501,9
3485;468,8
3486;502,8
3487;409
3488;453,3
3489;1230,8
3490;1314,7
3491;1957,4
3492;2004,8
3493;1320,8
3494;1360,5
3495;1991,3
3496;2009,3
3497;1314,9
3498;1318,4
3499;1259,1
3500;1348,5
3501;1301,9
3502;1327
3503;1292,1
3504;1311,4
3505;493,1
3506;516,9
3507;486,9
3508;516,9
3509;487,9
3510;516,9
3511;424
3512;461,2
3513;1224,9
3514;1307,8
3515;1933,8
3516;1975,7
3517;1288,5
3518;1324,3
3519;1960,3
3520;1992,2
3521;1299,2
3522;1301,7
3523;1247,3
3524;1320,1
3525;1291,1
3526;1316,2
3527;1284,3
3528;1308,5
3529;491,9
3530;521,9
3531;488,8
3532;517,9
3533;487,9
3534;525
3535;417,9
3536;451
3537;1220
3538;1294,1
3539;1928,3
3540;1974,8
3541;1305,1
3542;1329,2
3543;1955,7
3544;1996,7
3545;1317,8
3546;1314,5
3547;1269,9
3548;1358,3
3549;1307,8
3550;1328,1
3551;1287,3
3552;1308,5
3553;482,1
3554;501,9
3555;464,7
3556;492,1
3557;462,1
3558;501,9
3559;408,1
3560;445,2
3561;1224
3562;1280,6
3563;1925,1
3564;1960,6
3565;1267,1
3566;1306,9
3567;1938
3568;1945,1
3569;1240,8
3570;1238,4
3571;1192,8
3572;1298,8
3573;1269,7
3574;1300,7
3575;1260
3576;1279,2
3577;478,8
3578;505,7
3579;472,6
3580;506,7
3581;476,7
3582;513,8
3583;420
3584;460,2
3585;437,4
3586;480,7
3587;468,9
3588;503,3
3589;457,8
3590;490,9
3591;472,3
3592;502,3
3593;453,8
3594;486,8
3595;449,7
3596;544,5
3597;507,3
3598;530,2
3599;496,2
3600;523,1
3601;489
3602;520
3603;490
3604;516,9
3605;482,9
3606;521
3607;422,1
3608;466,4
3609;440,4
3610;477,6
3611;476,6
3612;514,4
3613;453,8
3614;484,7
3615;460,7
3616;468,4
3617;416,7
3618;441,7
3619;407,6
3620;507,6
3621;473,6
3622;497,8
3623;464,2
3624;488,8
3625;456,1
3626;486,1
3627;453,4
3628;479
3629;450,8
3630;407,5
3631;373,1
3632;404
3633;1145,4
3634;1202,9
3635;1812,6
3636;1847,9
3637;1176
3638;1202,9
3639;1816,9
3640;1846,9
3641;1169,8
3642;1174,4
3643;1139,2
3644;1169,2
3645;1139,2
3646;1241,1
3647;1207,9
3648;1234,8
3649;432
3650;443,6
3651;411,2
3652;441,2
3653;432
3654;387
3655;358,7
3656;393,1
3657;1129,8
3658;1189,5
3659;1817,9
3660;1842,9
3661;1165,7
3662;1201,9
3663;1816,9
3664;1846,9
3665;1163,6
3666;1172,3
3667;1139,2
3668;1169,2
3669;1139,2
3670;1244,2
3671;1214,2
3672;1243,2
3673;440,8
3674;471,7
3675;441,7
3676;470,8
3677;439,1
3678;394,1
3679;365,8
3680;400,2
3681;1150,9
3682;1218,9
3683;1835,1
3684;1878
3685;1185,8
3686;1211,5
3687;1820,3
3688;1848,1
3689;1183,7
3690;1180,9
3691;1147,8
3692;1172,5
3693;1142,5
3694;1247,5
3695;1218,5
3696;1247,5
3697;445,2
3698;475,2
3699;443,5
3700;473,5
3701;445,2
3702;399,2
3703;369,2
3704;401,9
3705;1146,8
3706;1209,6
3707;1829,9
3708;1857,7
3709;1196
3710;1218
3711;1829,9
3712;1859,9
3713;1179,6
3714;1182,1
3715;1149,9
3716;1174,7
3717;1144,7
3718;1249,7
3719;1220,6
3720;1250,6
3721;446,9
3722;477,9
3723;445,2
3724;475,2
3725;445,2
3726;404,6
3727;374,6
3728;404,6
3729;1148,7
3730;1212,5
3731;1816,9
3732;1854,1
3733;1191,6
3734;1221,8
3735;1869,3
3736;1898,3
3737;1209,6
3738;1196,5
3739;1160,2
3740;1189,1
3741;1160
3742;1268,1
3743;1237,2
3744;1266
3745;461,5
3746;488,8
3747;458,8
3748;489,8
3749;464,2
3750;419,2
3751;391,9
3752;435,7
3753;411,9
3754;437,9
3755;422,5
3756;461,7
3757;427,5
3758;462,8
3759;444,3
3760;472,4
3761;424,9
3762;441,8
3763;405,6
3764;427,5
3765;382,1
3766;489,4
3767;458,6
3768;488,6
3769;451,5
3770;474
3771;420,9
3772;450,9
3773;420,9
3774;399
3775;375,2
3776;412,3
3777;396,1
3778;431,1
3779;420,1
3780;451
3781;407,3
3782;436,4
3783;415,7
3784;442,3
3785;401,1
3786;432,1
3787;398
3788;425
3789;386,9
3790;489,2
3791;461,1
3792;488,6
3793;460,3
3794;490,3
3795;460,3
3796;490,3
3797;460,3
3798;418
3799;393,8
3800;427,8
3801;1177,2
3802;1246,4
3803;1905,1
3804;1942,5
3805;1275,9
3806;1311,7
3807;1948,3
3808;1967,4
3809;1293,4
3810;1279,3
3811;1238,6
3812;1259,8
3813;1203,5
3814;1303,6
3815;1267,7
3816;1298,7
3817;484,8
3818;517,9
3819;487,9
3820;511,7
3821;487,9
3822;442,9
3823;412,9
3824;446,9
3825;1209,3
3826;1282,4
3827;1925,4
3828;1972,8
3829;1287,5
3830;1356,7
3831;1990,6
3832;1980
3833;1287,6
3834;1285,2
3835;1239,6
3836;1263,8
3837;1223,1
3838;1313,4
3839;1278,5
3840;1297,8
3841;476,9
3842;502,8
3843;473,8
3844;499,8
3845;469,8
3846;435
3847;416,2
3848;455,4
3849;1225
3850;1282,5
3851;1926,1
3852;1957,1
3853;1287,6
3854;1317,6
3855;1933,5
3856;2010,9
3857;1293,5
3858;1285,2
3859;1256,2
3860;1275,5
3861;1235,7
3862;1330,9
3863;1296,1
3864;1326,1
3865;495,2
3866;526,2
3867;492,1
3868;519
3869;489
3870;448,1
3871;426,2
3872;463,3
3873;1239,6
3874;1328,3
3875;2002,2
3876;2056,5
3877;1359,1
3878;1422,4
3879;2060,9
3880;2090,9
3881;1399,6
3882;1394,9
3883;1350,6
3884;1373,4
3885;1336,3
3886;1367,9
3887;1347,7
3888;1367
3889;527,6
3890;553,5
3891;516,4
3892;538,3
3893;501,2
3894;462,3
3895;441,6
3896;473,7
3897;1258,1
3898;1325,4
3899;1951,9
3900;2014,8
3901;1344,8
3902;1379,5
3903;1975,7
3904;2044,4
3905;1356,6
3906;1381,8
3907;1351,8
3908;1366,3
3909;1310,2
3910;1377,7
3911;1342,8
3912;1391,8
3913;531,6
3914;553,5
3915;516,4
3916;542,4
3917;509,3
3918;464,3
3919;443,5
3920;467,6
3921;445,7
3922;471,6
3923;463,6
3924;496
3925;460,1
3926;488,2
3927;480,1
3928;505,8
3929;451,3
3930;477,2
3931;438,9
3932;461,8
3933;421,6
3934;544,9
3935;499,3
3936;523,1
3937;489
3938;522,1
3939;489
3940;519
3941;481,9
3942;447,1
3943;427,3
3944;470,7
3945;439,7
3946;484
3947;471,8
3948;507,2
3949;458
3950;489
3951;472,8
3952;499,4
3953;450,9
3954;480,9
3955;443,7
3956;470,7
3957;425,2
3958;523,1
3959;473,6
3960;507,6
3961;481,7
3962;511,7
3963;481,7
3964;511,7
3965;485,7
3966;444,8
3967;418,8
3968;451,9
3969;1211,2
3970;1285,3
3971;1948,2
3972;1995,9
3973;1310,6
3974;1330,8
3975;1942,7
3976;1948,3
3977;1244,6
3978;1238,3
3979;1186,9
3980;1211
3981;1181
3982;1286
3983;1250,2
3984;1280,2
3985;472,6
3986;502,6
3987;476,7
3988;506,7
3989;476,7
3990;435,7
3991;405,7
3992;438,8
3993;1191,8
3994;1249,3
3995;1886
3996;1921,5
3997;1246,6
3998;1281,4
3999;1910,9
4000;1939,9
4001;1254,3
4002;1247,1
4003;1238,5
4004;1265,6
4005;1222
4006;1326,1
4007;1296,1
4008;1321,2
4009;492,1
4010;518,1
4011;485
4012;511,9
4013;478,8
4014;444
4015;421,2
4016;456,4
4017;1229,9
4018;1292,3
4019;1915,1
4020;1950,6
4021;1263,2
4022;1281,5
4023;1892,2
4024;1921,3
4025;1231
4026;1223,8
4027;1187,9
4028;1214
4029;1184
4030;1284,1
4031;1254,1
4032;1278,3
4033;470,7
4034;500,7
4035;466,7
4036;500,7
4037;470,7
4038;425,7
4039;396,7
4040;420,9
4041;1175,2
4042;1237,6
4043;1859,3
4044;1901,2
4045;1223,2
4046;1243,4
4047;1854,8
4048;1878,3
4049;1208,5
4050;1211
4051;1181
4052;1211
4053;1181
4054;1290,9
4055;1256
4056;1286
4057;472,6
4058;506,7
4059;480,7
4060;510,7
4061;480,7
4062;438,8
4063;412,9
4064;454
4065;1229,8
4066;1319,5
4067;1949,3
4068;1983,8
4069;1292,4
4070;1364,8
4071;1983,8
4072;2021,6
4073;1333,8
4074;1289,1
4075;1253,2
4076;1282,3
4077;1252,3
4078;1347,5
4079;1297
4080;1320,2
4081;495,2
4082;524,2
4083;489,2
4084;516,2
4085;482,1
4086;433,1
4087;407,1
4088;438,1
4089;412,1
4090;440
4091;414,7
4092;434,5
4093;397,6
4094;434,8
4095;423,4
4096;454,4
4097;412,9
4098;444,8
4099;414,8
4100;444,8
4101;414,8
4102;520,7
4103;493,8
4104;523,8
4105;497,9
4106;527,9
4107;497,9
4108;528,8
4109;498,8
4110;453,8
4111;426,9
4112;464,1
4113;434,1
4114;506,8
4115;478,6
4116;512
4117;468
4118;508,3
4119;492,1
4120;547,9
4121;481,3
4122;499
4123;465,9
4124;488,8
4125;458,8
4126;544,3
4127;514,3
4128;540,2
4129;506,2
4130;535,2
4131;501,2
4132;527,1
4133;493,1
4134;455,2
4135;428,3
4136;467,6
4137;1252,3
4138;1318,6
4139;1939
4140;2021,6
4141;1348,1
4142;1379,1
4143;2015,8
4144;2045,8
4145;1356,3
4146;1344,5
4147;1307,3
4148;1299,8
4149;1264
4150;1363,1
4151;1307,7
4152;1342,6
4153;505,2
4154;535,2
4155;502,1
4156;536,2
4157;510,2
4158;469,3
4159;469,4
4160;508,7
4161;1292,8
4162;1403,3
4163;2054,4
4164;2067,6
4165;1381,7
4166;1426
4167;2047,8
4168;2094,5
4169;1396
4170;1325,2
4171;1283,1
4172;1313,1
4173;1240,5
4174;1340,6
4175;1305,7
4176;1338,7
4177;500,2
4178;521,2
4179;483,1
4180;505,9
4181;475,9
4182;438,1
4183;415,2
4184;456,4
4185;1229,9
4186;1298,1
4187;1933,5
4188;1968
4189;1288,6
4190;1353,8
4191;1949
4192;2010,9
4193;1292,5
4194;1289,2
4195;1254,3
4196;1268,7
4197;1232,8
4198;1327,1
4199;1285,4
4200;1309,6
4201;482,3
4202;509,2
4203;479,2
4204;500
4205;466,9
4206;429
4207;409,2
4208;452,5
4209;1227
4210;1305
4211;1929,7
4212;1977,1
4213;1285,7
4214;1305,9
4215;1930,6
4216;1955,1
4217;1271,1
4218;1269,6
4219;1229,9
4220;1256,9
4221;1221,1
4222;1316,3
4223;1275,6
4224;1305,6
4225;489
4226;519
4227;488,1
4228;518,1
4229;487,1
4230;445,2
4231;416,2
4232;453,3
4233;1216,2
4234;1278,6
4235;1898,7
4236;1939,6
4237;1268,1
4238;1303
4239;1927,1
